clusters	cut	ortho	annotation	Atid
TR87441|c0_g5	3	527	Haloacid dehalogenase-like hydrolase (HAD) superfamily protein	AT5G59480
TR87481|c1_g1	5	528	lipid phosphate phosphatase 2	AT1G15080
TR87481|c0_g1	5	528	lipid phosphate phosphatase 2	AT1G15080
TR99257|c0_g1	5	528	lipid phosphate phosphatase 2	AT1G15080
TR38797|c0_g1	3	528	lipid phosphate phosphatase 2	AT1G15080
TR59821|c1_g1	1	529	O-acyltransferase (WSD1-like) family protein	AT1G72110
TR33132|c0_g1	1	529	O-acyltransferase (WSD1-like) family protein	AT1G72110
TR33132|c0_g2	1	529	O-acyltransferase (WSD1-like) family protein	AT1G72110
TR41272|c0_g1	1	530	alfin-like 6	AT2G02470
TR95260|c0_g1	1	531	tobamovirus multiplication protein 3	AT2G02180
TR97639|c0_g1	3	531	tobamovirus multiplication protein 3	AT2G02180
TR59891|c1_g1	5	532	Protein of unknown function (DUF581)	AT5G47060
TR36105|c0_g1	2	537	winged-helix DNA-binding transcription factor family protein	AT3G63350
TR52656|c0_g1	1	539	Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein	AT4G14815
TR43662|c0_g1	4	539	Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein	AT4G14815
TR59904|c0_g1	1	540	DNAse I-like superfamily protein	AT2G37440
TR96186|c0_g1	2	540	DNAse I-like superfamily protein	AT2G37440
TR95039|c0_g1	3	544	nucleotidyltransferases	AT3G61690
TR24701|c0_g2	1	544	nucleotidyltransferases	AT3G61690
TR56167|c0_g1	6	545	basic helix-loop-helix (bHLH) DNA-binding superfamily protein	AT1G22490
TR40458|c0_g2	2	546	Protein of unknown function (DUF1218)	AT1G61065
TR96244|c2_g1	4	547	Galactose mutarotase-like superfamily protein	AT3G47800
TR34303|c0_g1	1	547	Galactose mutarotase-like superfamily protein	AT3G47800
TR24060|c0_g5	5	548	cycling DOF factor 1	AT5G62430
TR81996|c3_g1	3	548	cycling DOF factor 1	AT5G62430
TR81996|c3_g2	5	548	cycling DOF factor 1	AT5G62430
TR91775|c0_g1	3	548	cycling DOF factor 1	AT5G62430
TR79139|c0_g1	3	548	cycling DOF factor 1	AT5G62430
TR54797|c0_g2	3	548	cycling DOF factor 1	AT5G62430
TR25174|c0_g1	5	548	cycling DOF factor 1	AT5G62430
TR27708|c1_g1	5	549	MAP kinase kinase 8	AT3G06230
TR27708|c1_g2	3	549	MAP kinase kinase 8	AT3G06230
TR52183|c1_g1	6	549	MAP kinase kinase 8	AT3G06230
TR53426|c0_g1	5	550	global transcription factor group E3	AT1G73150
TR33201|c2_g1	5	550	global transcription factor group E3	AT1G73150
TR67728|c0_g1	5	550	global transcription factor group E3	AT1G73150
TR77430|c3_g2	5	550	global transcription factor group E3	AT1G73150
TR89675|c0_g1	4	552	plant glycogenin-like starch initiation protein 3	AT4G33330
TR48052|c0_g1	1	553	VACUOLAR SORTING RECEPTOR 7	AT4G20110
TR56808|c0_g1	5	553	VACUOLAR SORTING RECEPTOR 7	AT4G20110
TR52758|c7_g3	3	554	vesicle-associated membrane protein 724	AT4G15780
TR26249|c4_g1	5	556	Drought-responsive family protein	AT5G49230
TR89424|c0_g1	6	556	Drought-responsive family protein	AT5G49230
TR101275|c0_g1	3	558	"cytochrome P450, family 704, subfamily A, polypeptide 1"	AT2G44890
TR77523|c0_g1	4	560	Sulfite exporter TauE/SafE family protein	AT2G36630
TR66071|c1_g1	4	560	Sulfite exporter TauE/SafE family protein	AT2G36630
TR66160|c7_g3	1	561	purple acid phosphatase 10	AT2G16430
TR100832|c0_g2	5	561	purple acid phosphatase 10	AT2G16430
TR101818|c0_g1	1	562	basic helix-loop-helix (bHLH) DNA-binding superfamily protein	AT1G51140
TR89632|c15_g1	6	562	basic helix-loop-helix (bHLH) DNA-binding superfamily protein	AT1G51140
TR95321|c0_g2	5	563	Drug/metabolite transporter superfamily protein	AT4G18220
TR33137|c0_g1	1	564	NAD(P)-binding Rossmann-fold superfamily protein	AT3G03980
TR27677|c0_g1	1	565	Protein of unknown function (DUF567)	AT3G10986
TR82085|c0_g2	5	568	syntaxin of plants 125	AT1G11250
TR48082|c0_g1	5	568	syntaxin of plants 125	AT1G11250
TR33934|c0_g1	5	569	pyrophosphorylase 4	AT3G53620
TR59671|c0_g1	5	570	RHOMBOID-like protein 6	AT1G12750
TR64879|c0_g1	6	570	RHOMBOID-like protein 6	AT1G12750
TR70285|c0_g1	6	570	RHOMBOID-like protein 6	AT1G12750
TR74319|c0_g1	5	571	protein kinase family protein / peptidoglycan-binding LysM domain-containing protein	AT1G51940
TR85743|c0_g1	5	572	Integrase-type DNA-binding superfamily protein	AT2G33710
TR89350|c0_g1	6	576	pinoid-binding protein 1	AT5G54490
TR43593|c0_g1	3	576	pinoid-binding protein 1	AT5G54490
TR39035|c3_g1	4	577	CTC-interacting domain 9	AT3G14450
TR39035|c2_g1	4	577	CTC-interacting domain 9	AT3G14450
TR82061|c0_g1	5	578	Protein of unknown function (DUF1645)	AT1G23710
TR97594|c3_g1	3	578	Protein of unknown function (DUF1645)	AT1G23710
TR51169|c0_g1	1	580	jasmonate-zim-domain protein 5	AT1G17380
TR70469|c0_g1	5	580	jasmonate-zim-domain protein 5	AT1G17380
TR45374|c5_g1	5	583	"Photosystem I, PsaA/PsaB protein"	ATCG00350
TR36239|c1_g1	6	586	Homeodomain-like superfamily protein	AT5G17300
TR96828|c8_g1	2	586	Homeodomain-like superfamily protein	AT5G17300
TR77278|c0_g1	5	586	Homeodomain-like superfamily protein	AT5G17300
TR77077|c0_g1	3	586	Homeodomain-like superfamily protein	AT5G17300
TR53672|c0_g1	6	586	Homeodomain-like superfamily protein	AT5G17300
TR75661|c0_g1	4	587	CRS1 / YhbY (CRM) domain-containing protein	AT3G18390
TR46903|c2_g1	1	587	CRS1 / YhbY (CRM) domain-containing protein	AT3G18390
TR56820|c0_g1	2	588	Glycosyl hydrolase superfamily protein	AT5G66460
TR94577|c0_g1	1	588	Glycosyl hydrolase superfamily protein	AT5G66460
TR91156|c0_g1	6	589	Plant invertase/pectin methylesterase inhibitor superfamily protein	AT5G46940
TR36089|c0_g1	5	590	Exostosin family protein	AT3G42180
TR84293|c9_g1	3	591	AWPM-19-like family protein	AT5G18970
TR58707|c0_g1	6	592	glutamine synthetase 1;5	AT1G48470
TR48501|c0_g2	5	593	calmodulin-binding receptor-like cytoplasmic kinase 2	AT4G00330
TR48501|c0_g1	4	593	calmodulin-binding receptor-like cytoplasmic kinase 2	AT4G00330
TR71150|c1_g1	4	593	calmodulin-binding receptor-like cytoplasmic kinase 2	AT4G00330
TR45567|c0_g1	5	594	Galactose oxidase/kelch repeat superfamily protein	AT4G39290
TR61947|c0_g2	4	595	ARM repeat superfamily protein	AT1G71020
TR66469|c0_g1	4	595	ARM repeat superfamily protein	AT1G71020
TR64246|c1_g1	4	596	"Beta-1,3-N-Acetylglucosaminyltransferase family protein"	AT4G32105
TR68076|c0_g1	1	596	"Beta-1,3-N-Acetylglucosaminyltransferase family protein"	AT4G32105
TR73279|c0_g1	4	596	"Beta-1,3-N-Acetylglucosaminyltransferase family protein"	AT4G32105
TR32270|c0_g1	6	597	0	AT4G32860
TR81474|c0_g4	3	597	0	AT4G32860
TR81474|c0_g3	3	597	0	AT4G32860
TR81474|c0_g6	3	597	0	AT4G32860
TR81474|c0_g8	3	597	0	AT4G32860
TR59709|c0_g1	3	597	0	AT4G32860
TR39973|c1_g2	4	599	4-coumarate:CoA ligase 2	AT3G21240
TR64240|c2_g1	1	599	4-coumarate:CoA ligase 2	AT3G21240
TR39973|c0_g1	4	599	4-coumarate:CoA ligase 2	AT3G21240
TR54049|c0_g1	2	600	Auxin efflux carrier family protein	AT1G76530
TR64250|c1_g4	2	600	Auxin efflux carrier family protein	AT1G76530
TR64250|c1_g3	2	600	Auxin efflux carrier family protein	AT1G76530
TR82241|c0_g2	3	603	0	AT5G62900
TR50614|c0_g1	5	603	0	AT5G62900
TR47682|c0_g1	2	604	Fatty acid hydroxylase superfamily	AT2G37700
TR55652|c0_g1	3	604	Fatty acid hydroxylase superfamily	AT2G37700
TR33143|c2_g2	1	609	AMP-dependent synthetase and ligase family protein	AT4G23850
TR75612|c1_g1	3	610	Inorganic H pyrophosphatase family protein	AT1G15690
TR87492|c2_g2	3	610	Inorganic H pyrophosphatase family protein	AT1G15690
TR90449|c0_g1	4	610	Inorganic H pyrophosphatase family protein	AT1G15690
TR96839|c1_g1	3	613	CONSTANS-like 3	AT2G24790
TR101084|c0_g1	3	613	CONSTANS-like 3	AT2G24790
TR24030|c0_g1	1	615	Transducin/WD40 repeat-like superfamily protein	AT3G13340
TR53839|c0_g1	1	615	Transducin/WD40 repeat-like superfamily protein	AT3G13340
TR35957|c1_g1	5	615	Transducin/WD40 repeat-like superfamily protein	AT3G13340
TR46280|c0_g2	4	617	MEI2-like protein 1	AT5G61960
TR59866|c0_g1	4	617	MEI2-like protein 1	AT5G61960
TR96836|c2_g1	5	617	MEI2-like protein 1	AT5G61960
TR46280|c0_g1	4	617	MEI2-like protein 1	AT5G61960
TR96836|c2_g2	3	617	MEI2-like protein 1	AT5G61960
TR37336|c0_g1	6	617	MEI2-like protein 1	AT5G61960
TR27655|c0_g1	4	617	MEI2-like protein 1	AT5G61960
TR56326|c2_g1	4	617	MEI2-like protein 1	AT5G61960
TR43652|c0_g1	1	619	P4H isoform 2	AT3G06300
TR58964|c0_g1	6	621	GRAM domain-containing protein / ABA-responsive protein-related	AT5G23370
TR75306|c0_g1	3	621	GRAM domain-containing protein / ABA-responsive protein-related	AT5G23370
TR61122|c0_g1	6	621	GRAM domain-containing protein / ABA-responsive protein-related	AT5G23370
TR87469|c1_g2	2	622	glucuronidase 3	AT5G34940
TR40004|c1_g1	4	622	glucuronidase 3	AT5G34940
TR87469|c1_g1	2	622	glucuronidase 3	AT5G34940
TR40004|c4_g1	1	622	glucuronidase 3	AT5G34940
TR89346|c0_g1	1	623	"Protein of unknown function, DUF538"	AT4G02360
TR67404|c0_g1	2	625	homeobox gene 8	AT4G32880
TR7589|c0_g1	6	628	#N/A	#N/A
TR87882|c4_g4	3	628	#N/A	#N/A
TR12017|c0_g1	2	628	#N/A	#N/A
TR46134|c0_g1	3	628	#N/A	#N/A
TR26206|c0_g1	4	628	#N/A	#N/A
TR54083|c0_g2	2	628	#N/A	#N/A
TR12962|c0_g1	4	628	#N/A	#N/A
TR48510|c0_g1	2	628	#N/A	#N/A
TR81421|c1_g1	2	628	#N/A	#N/A
TR94923|c0_g1	4	628	#N/A	#N/A
TR86472|c0_g1	4	628	#N/A	#N/A
TR24041|c10_g2	2	628	#N/A	#N/A
TR81421|c5_g2	4	628	#N/A	#N/A
TR18936|c0_g1	5	628	#N/A	#N/A
TR74214|c0_g2	6	628	#N/A	#N/A
TR81421|c5_g1	5	628	#N/A	#N/A
TR34748|c1_g1	4	630	"Ribulose bisphosphate carboxylase large chain, catalytic domain"	ATMG00280
TR69626|c5_g1	5	635	Calcium-dependent lipid-binding (CaLB domain) family protein	AT3G62780
TR93605|c0_g2	3	636	ankyrin repeat family protein	AT1G11740
TR90722|c0_g1	2	636	ankyrin repeat family protein	AT1G11740
TR24928|c0_g1	5	637	F-box family protein	AT4G18380
TR64241|c1_g1	5	637	F-box family protein	AT4G18380
TR30083|c0_g1	1	637	F-box family protein	AT4G18380
TR96845|c1_g2	5	638	Exostosin family protein	AT5G25820
TR58777|c1_g1	2	639	CHY-type/CTCHY-type/RING-type Zinc finger protein	AT5G18650
TR48341|c0_g1	1	639	CHY-type/CTCHY-type/RING-type Zinc finger protein	AT5G18650
TR54154|c0_g1	5	640	Pentatricopeptide repeat (PPR) superfamily protein	AT1G47580
TR79268|c0_g1	5	643	basic helix-loop-helix (bHLH) DNA-binding superfamily protein	AT4G02590
TR60443|c0_g1	6	643	basic helix-loop-helix (bHLH) DNA-binding superfamily protein	AT4G02590
TR59013|c0_g1	3	644	0	AT1G67910
TR58775|c2_g1	1	646	Sodium/calcium exchanger family protein	AT5G17850
TR38445|c1_g1	3	646	Sodium/calcium exchanger family protein	AT5G17850
TR67737|c1_g4	2	647	O-Glycosyl hydrolases family 17 protein	AT1G64760
TR30715|c1_g2	5	648	5'-3' exoribonuclease 3	AT1G75660
TR45536|c0_g1	5	648	5'-3' exoribonuclease 3	AT1G75660
TR79194|c0_g1	4	648	5'-3' exoribonuclease 3	AT1G75660
TR24153|c0_g1	4	648	5'-3' exoribonuclease 3	AT1G75660
TR54939|c4_g1	4	650	2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein	AT5G05600
TR34779|c4_g1	2	654	like AUXIN RESISTANT 1	AT5G01240
TR77401|c4_g1	1	655	cell wall invertase 4	AT2G36190
TR43660|c0_g1	5	656	Heavy metal transport/detoxification superfamily protein 	AT1G49420
TR74471|c0_g1	3	658	#N/A	#N/A
TR91555|c0_g1	5	658	#N/A	#N/A
TR77269|c0_g1	3	659	Calcium-dependent lipid-binding (CaLB domain) family protein	AT1G20080
TR46353|c0_g1	1	660	oxidative stress 3	AT5G56550
TR41007|c0_g1	1	661	NAD(P)-linked oxidoreductase superfamily protein	AT1G60730
TR99889|c0_g2	1	664	pfkB-like carbohydrate kinase family protein	AT4G10260
TR74564|c0_g1	5	666	0	AT2G47115
TR62533|c0_g1	1	666	0	AT2G47115
TR52493|c0_g1	6	666	0	AT2G47115
TR50401|c0_g1	4	667	ubiquitin-specific protease 10	AT4G10590
TR81999|c2_g1	6	667	ubiquitin-specific protease 10	AT4G10590
TR79303|c0_g1	3	668	Acyl-CoA N-acyltransferase with RING/FYVE/PHD-type zinc finger protein	AT5G36740
TR63320|c2_g1	6	668	Acyl-CoA N-acyltransferase with RING/FYVE/PHD-type zinc finger protein	AT5G36740
TR96783|c0_g1	3	668	Acyl-CoA N-acyltransferase with RING/FYVE/PHD-type zinc finger protein	AT5G36740
TR80022|c0_g1	4	670	aldehyde dehydrogenase 2B4	AT3G48000
TR58622|c0_g1	1	670	aldehyde dehydrogenase 2B4	AT3G48000
TR43600|c0_g1	3	670	aldehyde dehydrogenase 2B4	AT3G48000
TR95078|c4_g1	1	670	aldehyde dehydrogenase 2B4	AT3G48000
TR67738|c1_g4	2	671	DNAJ heat shock family protein	AT3G08910
TR54082|c0_g1	2	671	DNAJ heat shock family protein	AT3G08910
TR71045|c0_g1	2	671	DNAJ heat shock family protein	AT3G08910
TR781|c0_g1	1	673	myb domain protein 3r-5	AT5G02320
TR58760|c0_g1	3	673	myb domain protein 3r-5	AT5G02320
TR58760|c2_g2	5	673	myb domain protein 3r-5	AT5G02320
TR29178|c0_g1	5	674	UDP-Glycosyltransferase superfamily protein	AT5G12890
TR91767|c0_g1	1	675	ATPase E1-E2 type family protein / haloacid dehalogenase-like hydrolase family protein	AT3G22910
TR51313|c0_g1	3	675	ATPase E1-E2 type family protein / haloacid dehalogenase-like hydrolase family protein	AT3G22910
TR26223|c2_g1	3	675	ATPase E1-E2 type family protein / haloacid dehalogenase-like hydrolase family protein	AT3G22910
TR7284|c0_g1	6	678	0	AT1G71110
TR32572|c0_g1	5	679	Glutaredoxin family protein	AT5G58530
TR26255|c6_g1	2	682	0	AT5G06980
TR32710|c0_g1	2	682	0	AT5G06980
TR32676|c0_g1	2	682	0	AT5G06980
TR58039|c3_g1	3	683	Heavy metal transport/detoxification superfamily protein 	AT2G28090
TR45294|c0_g1	1	684	Plant mobile domain protein family	AT1G50790
TR38519|c0_g1	5	687	Protein of unknown function (DUF793)	AT4G11300
TR34076|c0_g1	1	687	Protein of unknown function (DUF793)	AT4G11300
TR52793|c2_g1	5	688	Sec23/Sec24 protein transport family protein	AT3G23660
TR25834|c0_g1	6	688	Sec23/Sec24 protein transport family protein	AT3G23660
TR38286|c0_g1	6	688	Sec23/Sec24 protein transport family protein	AT3G23660
TR97591|c0_g1	6	693	ovate family protein 5	AT4G18830
TR52792|c0_g1	6	696	ARF-GAP domain 2	AT1G60860
TR31674|c0_g1	6	698	0	AT1G45688
TR26588|c0_g1	6	699	alpha/beta-Hydrolases superfamily protein	AT1G10040
TR78829|c0_g1	4	700	MATE efflux family protein	AT4G21903
TR45332|c0_g1	5	701	BAK1-interacting receptor-like kinase 1	AT5G48380
TR29357|c0_g1	6	704	Phosphotyrosine protein phosphatases superfamily protein	AT5G16480
TR34683|c0_g1	1	704	Phosphotyrosine protein phosphatases superfamily protein	AT5G16480
TR67451|c2_g1	6	704	Phosphotyrosine protein phosphatases superfamily protein	AT5G16480
TR64773|c0_g1	6	704	Phosphotyrosine protein phosphatases superfamily protein	AT5G16480
TR92334|c0_g1	5	704	Phosphotyrosine protein phosphatases superfamily protein	AT5G16480
TR61266|c0_g1	3	705	nitrate transporter 2.4	AT5G60770
TR23865|c0_g1	3	705	nitrate transporter 2.4	AT5G60770
TR67692|c0_g1	4	714	hydroperoxide lyase 1	AT4G15440
TR46882|c0_g3	2	714	hydroperoxide lyase 1	AT4G15440
TR96178|c0_g1	4	715	ERD (early-responsive to dehydration stress) family protein	AT4G04340
TR69608|c10_g1	4	717	Long-chain fatty alcohol dehydrogenase family protein	AT4G19380
TR54975|c2_g1	6	718	Nuclear transport factor 2 (NTF2) family protein with RNA binding (RRM-RBD-RNP motifs) domain	AT5G60980
TR66211|c0_g1	5	718	Nuclear transport factor 2 (NTF2) family protein with RNA binding (RRM-RBD-RNP motifs) domain	AT5G60980
TR96828|c2_g2	6	718	Nuclear transport factor 2 (NTF2) family protein with RNA binding (RRM-RBD-RNP motifs) domain	AT5G60980
TR99856|c0_g1	3	719	P-loop containing nucleoside triphosphate hydrolases superfamily protein	AT2G18190
TR45709|c1_g3	3	724	Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein	AT4G15160
TR45709|c1_g4	5	724	Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein	AT4G15160
TR64247|c1_g2	5	725	cationic amino acid transporter 5	AT2G34960
TR82855|c2_g1	1	726	Protein of unknown function (DUF3511)	AT2G47480
TR84429|c0_g1	4	726	Protein of unknown function (DUF3511)	AT2G47480
TR46204|c0_g1	3	727	Phototropic-responsive NPH3 family protein	AT5G13600
TR87514|c0_g2	5	728	S-adenosylmethionine synthetase family protein	AT3G17390
TR55011|c0_g2	5	729	basic region/leucine zipper transcription factor 16	AT2G35530
TR3546|c0_g2	6	731	CTP synthase family protein	AT1G30820
TR45286|c12_g3	5	731	CTP synthase family protein	AT1G30820
TR3546|c0_g1	4	731	CTP synthase family protein	AT1G30820
TR45286|c12_g1	4	731	CTP synthase family protein	AT1G30820
TR74145|c0_g1	5	733	0	AT4G02830
TR38231|c2_g1	4	734	#N/A	#N/A
TR80435|c2_g1	2	734	#N/A	#N/A
TR80435|c2_g2	3	734	#N/A	#N/A
TR94461|c0_g1	2	735	Protein of unknown function (DUF620)	AT3G19540
TR52177|c0_g3	5	736	aldehyde dehydrogenase 3H1	AT1G44170
TR84146|c0_g1	1	737	casein kinase II  beta chain 2	AT4G17640
TR89238|c2_g1	1	737	casein kinase II  beta chain 2	AT4G17640
TR62194|c0_g1	5	737	casein kinase II  beta chain 2	AT4G17640
TR30680|c0_g1	5	739	RNA-binding (RRM/RBD/RNP motifs) family protein	AT2G44710
TR83435|c0_g1	5	740	ferredoxin 1	AT1G10960
TR82218|c0_g5	2	741	endonuclease 5	AT4G21600
TR34203|c2_g1	4	745	Gibberellin-regulated family protein	AT2G30810
TR100891|c1_g3	5	748	IAA-leucine-resistant (ILR1)-like 3	AT5G54140
TR59249|c0_g1	2	748	IAA-leucine-resistant (ILR1)-like 3	AT5G54140
TR39933|c0_g1	1	750	ovate family protein 13	AT5G04820
TR25103|c0_g1	2	750	ovate family protein 13	AT5G04820
TR41711|c1_g1	6	754	FORMS APLOID AND BINUCLEATE CELLS 1C	AT1G71010
TR26213|c0_g1	3	754	FORMS APLOID AND BINUCLEATE CELLS 1C	AT1G71010
TR89622|c3_g1	3	756	phosphofructokinase 3	AT4G26270
TR89622|c1_g1	3	756	phosphofructokinase 3	AT4G26270
TR91340|c0_g1	2	756	phosphofructokinase 3	AT4G26270
TR36050|c1_g1	1	759	phloem protein 2-A15	AT3G53000
TR36050|c0_g1	6	759	phloem protein 2-A15	AT3G53000
TR32671|c4_g3	6	759	phloem protein 2-A15	AT3G53000
TR53748|c0_g1	6	760	#N/A	#N/A
TR63560|c1_g1	6	760	#N/A	#N/A
TR26625|c1_g1	3	763	purine permease 2	AT2G33750
TR101835|c4_g1	2	763	purine permease 2	AT2G33750
TR63587|c0_g1	1	763	purine permease 2	AT2G33750
TR26198|c0_g1	2	763	purine permease 2	AT2G33750
TR51019|c3_g2	3	766	KNOTTED1-like homeobox gene 4	AT5G11060
TR58543|c1_g1	1	766	KNOTTED1-like homeobox gene 4	AT5G11060
TR100982|c0_g1	1	766	KNOTTED1-like homeobox gene 4	AT5G11060
TR87537|c0_g2	5	766	KNOTTED1-like homeobox gene 4	AT5G11060
TR51019|c3_g4	1	766	KNOTTED1-like homeobox gene 4	AT5G11060
TR39030|c0_g2	6	767	Chaperone DnaJ-domain superfamily protein	AT5G37380
TR64198|c6_g1	5	772	Phosphoinositide phosphatase family protein	AT3G43220
TR32901|c0_g1	3	772	Phosphoinositide phosphatase family protein	AT3G43220
TR46152|c1_g2	3	772	Phosphoinositide phosphatase family protein	AT3G43220
TR99734|c0_g2	3	772	Phosphoinositide phosphatase family protein	AT3G43220
TR88470|c0_g2	4	773	alpha/beta-Hydrolases superfamily protein	AT5G06570
TR99871|c0_g1	2	775	DNAJ homologue 3	AT3G44110
TR26549|c0_g1	5	775	DNAJ homologue 3	AT3G44110
TR84317|c0_g1	2	775	DNAJ homologue 3	AT3G44110
TR26549|c1_g1	2	775	DNAJ homologue 3	AT3G44110
TR83627|c0_g1	4	778	PLAC8 family protein	AT5G05350
TR77439|c7_g1	1	778	PLAC8 family protein	AT5G05350
TR48412|c0_g1	5	778	PLAC8 family protein	AT5G05350
TR52808|c0_g1	2	778	PLAC8 family protein	AT5G05350
TR70467|c0_g1	5	778	PLAC8 family protein	AT5G05350
TR73784|c0_g1	3	779	RAS-related nuclear protein-1	AT5G20010
TR89690|c2_g1	6	779	RAS-related nuclear protein-1	AT5G20010
TR36139|c0_g1	5	779	RAS-related nuclear protein-1	AT5G20010
TR100101|c0_g1	6	781	alpha/beta-Hydrolases superfamily protein	AT1G72620
TR77491|c1_g1	2	784	DCD (Development and Cell Death) domain protein	AT2G32910
TR31710|c1_g1	2	784	DCD (Development and Cell Death) domain protein	AT2G32910
TR40818|c0_g1	2	785	CBS / octicosapeptide/Phox/Bemp1 (PB1) domains-containing protein	AT5G50530
TR84269|c0_g1	6	785	CBS / octicosapeptide/Phox/Bemp1 (PB1) domains-containing protein	AT5G50530
TR52233|c1_g6	2	785	CBS / octicosapeptide/Phox/Bemp1 (PB1) domains-containing protein	AT5G50530
TR34746|c1_g2	3	786	Flavin-containing monooxygenase family protein	AT1G48910
TR37511|c0_g1	6	789	Protein of unknown function (DUF1442)	AT1G12320
TR47764|c0_g1	6	789	Protein of unknown function (DUF1442)	AT1G12320
TR70274|c0_g1	3	791	"Nucleic acid-binding, OB-fold-like protein"	AT1G23750
TR32961|c0_g1	6	792	Endomembrane protein 70 protein family	AT5G10840
TR83336|c0_g1	1	792	Endomembrane protein 70 protein family	AT5G10840
TR43515|c0_g3	1	792	Endomembrane protein 70 protein family	AT5G10840
TR52816|c6_g1	3	793	"Beta-glucosidase, GBA2 type family protein"	AT1G33700
TR29918|c0_g1	3	793	"Beta-glucosidase, GBA2 type family protein"	AT1G33700
TR98682|c0_g1	2	796	heat shock protein 17.6A	AT5G12030
TR55606|c0_g1	2	796	heat shock protein 17.6A	AT5G12030
TR53844|c0_g1	2	796	heat shock protein 17.6A	AT5G12030
TR4084|c0_g1	3	798	#N/A	#N/A
TR100480|c0_g1	5	798	#N/A	#N/A
TR76656|c0_g1	5	798	#N/A	#N/A
TR53771|c2_g1	4	798	#N/A	#N/A
TR82912|c3_g1	6	798	#N/A	#N/A
TR79841|c0_g1	4	798	#N/A	#N/A
