transcript	cluster	ortho	annota	Atid
TR31510|c3_g1	1	718	Nuclear transport factor 2 (NTF2) family protein with RNA binding (RRM-RBD-RNP motifs) domain	AT5G60980
TR24809|c1_g1	2	718	Nuclear transport factor 2 (NTF2) family protein with RNA binding (RRM-RBD-RNP motifs) domain	AT5G60980
TR56866|c0_g1	6	718	Nuclear transport factor 2 (NTF2) family protein with RNA binding (RRM-RBD-RNP motifs) domain	AT5G60980
TR51893|c12_g1	1	721	Barwin-related endoglucanase	AT4G30380
TR10575|c0_g1	2	721	Barwin-related endoglucanase	AT4G30380
TR44020|c4_g1	2	721	Barwin-related endoglucanase	AT4G30380
TR33244|c14_g1	3	724	Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein	AT4G15160
TR24614|c1_g1	5	725	cationic amino acid transporter 5	AT2G34960
TR58497|c6_g1	6	725	cationic amino acid transporter 5	AT2G34960
TR39011|c0_g1	3	726	Protein of unknown function (DUF3511)	AT2G47480
TR3861|c3_g1	2	726	Protein of unknown function (DUF3511)	AT2G47480
TR18141|c11_g1	6	727	Phototropic-responsive NPH3 family protein	AT5G13600
TR2689|c0_g1	3	727	Phototropic-responsive NPH3 family protein	AT5G13600
TR6766|c0_g1	5	729	basic region/leucine zipper transcription factor 16	AT2G35530
TR34068|c6_g2	4	729	basic region/leucine zipper transcription factor 16	AT2G35530
TR31170|c5_g1	5	730	0	AT4G37030
TR35652|c0_g1	1	730	0	AT4G37030
TR14847|c0_g1	2	730	0	AT4G37030
TR50250|c0_g1	4	730	0	AT4G37030
TR8553|c1_g2	1	731	CTP synthase family protein	AT1G30820
TR18456|c4_g1	4	733	0	AT4G02830
TR23318|c3_g2	6	734	#N/A	#N/A
TR60840|c2_g1	3	734	#N/A	#N/A
TR54686|c3_g1	3	735	Protein of unknown function (DUF620)	AT3G19540
TR14935|c4_g4	3	735	Protein of unknown function (DUF620)	AT3G19540
TR8487|c7_g1	4	736	aldehyde dehydrogenase 3H1	AT1G44170
TR14739|c0_g1	4	736	aldehyde dehydrogenase 3H1	AT1G44170
TR59579|c1_g2	6	736	aldehyde dehydrogenase 3H1	AT1G44170
TR50264|c15_g5	2	737	casein kinase II  beta chain 2	AT4G17640
TR16747|c1_g1	6	739	RNA-binding (RRM/RBD/RNP motifs) family protein	AT2G44710
TR52399|c1_g1	5	739	RNA-binding (RRM/RBD/RNP motifs) family protein	AT2G44710
TR22381|c0_g1	5	739	RNA-binding (RRM/RBD/RNP motifs) family protein	AT2G44710
TR4417|c1_g1	4	739	RNA-binding (RRM/RBD/RNP motifs) family protein	AT2G44710
TR4417|c1_g2	4	739	RNA-binding (RRM/RBD/RNP motifs) family protein	AT2G44710
TR43917|c1_g1	5	740	ferredoxin 1	AT1G10960
TR27083|c1_g3	2	740	ferredoxin 1	AT1G10960
TR30353|c0_g1	4	741	endonuclease 5	AT4G21600
TR51345|c0_g1	3	743	2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein	AT3G47190
TR43109|c0_g1	3	744	Haloacid dehalogenase-like hydrolase (HAD) superfamily protein	AT5G65140
TR55020|c0_g1	3	744	Haloacid dehalogenase-like hydrolase (HAD) superfamily protein	AT5G65140
TR38861|c0_g1	6	744	Haloacid dehalogenase-like hydrolase (HAD) superfamily protein	AT5G65140
TR43109|c0_g2	3	744	Haloacid dehalogenase-like hydrolase (HAD) superfamily protein	AT5G65140
TR20683|c4_g2	3	747	SC35-like splicing factor 30A	AT3G13570
TR14929|c0_g1	1	747	SC35-like splicing factor 30A	AT3G13570
TR49999|c2_g1	2	747	SC35-like splicing factor 30A	AT3G13570
TR31163|c3_g1	3	748	IAA-leucine-resistant (ILR1)-like 3	AT5G54140
TR29858|c0_g1	5	748	IAA-leucine-resistant (ILR1)-like 3	AT5G54140
TR37847|c3_g1	2	749	WRKY DNA-binding protein 15	AT2G23320
TR8632|c4_g4	2	753	purple acid phosphatase 22	AT3G52820
TR4435|c2_g1	1	756	phosphofructokinase 3	AT4G26270
TR40359|c0_g1	1	756	phosphofructokinase 3	AT4G26270
TR32221|c0_g1	3	757	profilin 5	AT2G19770
TR15840|c4_g4	6	758	Protein of unknown function (DUF789)	AT5G49220
TR49236|c0_g1	2	758	Protein of unknown function (DUF789)	AT5G49220
TR36780|c0_g1	6	759	phloem protein 2-A15	AT3G53000
TR24859|c4_g1	1	759	phloem protein 2-A15	AT3G53000
TR58026|c1_g2	2	759	phloem protein 2-A15	AT3G53000
TR50006|c6_g2	1	760	#N/A	#N/A
TR15208|c1_g1	1	763	purine permease 2	AT2G33750
TR35450|c7_g2	4	763	purine permease 2	AT2G33750
TR35450|c7_g1	4	763	purine permease 2	AT2G33750
TR44626|c3_g1	2	765	O-fucosyltransferase family protein	AT1G76270
TR40343|c2_g1	4	765	O-fucosyltransferase family protein	AT1G76270
TR40379|c2_g1	1	766	KNOTTED1-like homeobox gene 4	AT5G11060
TR27306|c1_g3	6	767	Chaperone DnaJ-domain superfamily protein	AT5G37380
TR9699|c0_g1	2	768	Major facilitator superfamily protein	AT2G28120
TR54209|c5_g3	2	770	Adenosylmethionine decarboxylase family protein	AT5G18930
TR27122|c0_g1	4	770	Adenosylmethionine decarboxylase family protein	AT5G18930
TR58424|c9_g1	2	775	DNAJ homologue 3	AT3G44110
TR23119|c2_g2	5	777	TRICHOME BIREFRINGENCE-LIKE 28	AT2G40150
TR10112|c5_g1	2	778	PLAC8 family protein	AT5G05350
TR10112|c4_g1	4	778	PLAC8 family protein	AT5G05350
TR4249|c1_g1	6	778	PLAC8 family protein	AT5G05350
TR8529|c0_g2	4	778	PLAC8 family protein	AT5G05350
TR25411|c1_g3	2	779	RAS-related nuclear protein-1	AT5G20010
TR19945|c0_g1	5	781	alpha/beta-Hydrolases superfamily protein	AT1G72620
TR21572|c9_g1	4	784	DCD (Development and Cell Death) domain protein	AT2G32910
TR43973|c1_g1	2	784	DCD (Development and Cell Death) domain protein	AT2G32910
TR24624|c3_g1	2	785	CBS / octicosapeptide/Phox/Bemp1 (PB1) domains-containing protein	AT5G50530
TR8597|c1_g1	1	785	CBS / octicosapeptide/Phox/Bemp1 (PB1) domains-containing protein	AT5G50530
TR5342|c3_g1	6	786	Flavin-containing monooxygenase family protein	AT1G48910
TR20627|c14_g1	5	786	Flavin-containing monooxygenase family protein	AT1G48910
TR13501|c2_g2	3	786	Flavin-containing monooxygenase family protein	AT1G48910
TR1880|c1_g1	1	788	C2H2-like zinc finger protein	AT1G75710
TR50048|c1_g1	1	792	Endomembrane protein 70 protein family	AT5G10840
TR4928|c3_g1	2	795	0	AT5G43150
TR28444|c0_g1	3	796	heat shock protein 17.6A	AT5G12030
TR7523|c0_g1	6	798	#N/A	#N/A
TR60957|c4_g1	5	798	#N/A	#N/A
TR1815|c7_g5	4	798	#N/A	#N/A
TR51331|c5_g2	5	798	#N/A	#N/A
TR31422|c12_g1	3	798	#N/A	#N/A
TR11231|c1_g1	3	798	#N/A	#N/A
TR22104|c0_g2	6	798	#N/A	#N/A
TR18946|c1_g1	5	798	#N/A	#N/A
TR37056|c6_g1	4	798	#N/A	#N/A
TR60957|c5_g2	4	798	#N/A	#N/A
TR18465|c5_g2	1	798	#N/A	#N/A
TR49790|c1_g2	4	798	#N/A	#N/A
TR32016|c1_g2	4	798	#N/A	#N/A
TR32016|c1_g3	2	798	#N/A	#N/A
TR2127|c6_g1	5	798	#N/A	#N/A
TR46583|c0_g1	2	798	#N/A	#N/A
TR17686|c1_g1	4	798	#N/A	#N/A
TR53703|c0_g1	4	798	#N/A	#N/A
TR37056|c7_g1	2	798	#N/A	#N/A
TR27056|c4_g1	6	798	#N/A	#N/A
TR44814|c0_g1	4	798	#N/A	#N/A
TR22104|c0_g1	6	798	#N/A	#N/A
TR58618|c0_g1	1	802	Protein kinase superfamily protein	AT3G61960
TR49222|c1_g2	4	802	Protein kinase superfamily protein	AT3G61960
TR39491|c1_g1	2	803	Protein kinase superfamily protein	AT3G22750
TR53268|c1_g1	4	806	ABC-2 type transporter family protein	AT3G55100
TR7362|c2_g2	1	809	Basic-leucine zipper (bZIP) transcription factor family protein	AT4G35900
TR59993|c2_g2	1	812	"Protein of unknown function, DUF538"	AT3G07460
TR42325|c0_g1	3	814	VQ motif-containing protein	AT5G53830
TR22181|c6_g1	5	815	sequence-specific DNA binding transcription factors	AT1G21200
TR15105|c0_g1	6	815	sequence-specific DNA binding transcription factors	AT1G21200
TR45456|c0_g1	2	817	2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein	AT5G20550
TR15878|c4_g1	5	819	GRAM domain family protein	AT4G40100
TR51973|c2_g2	4	820	Nucleotide-sugar transporter family protein	AT3G11320
TR33802|c2_g1	3	823	Actin-binding FH2 (formin homology 2) family protein	AT2G43800
TR37258|c0_g1	1	823	Actin-binding FH2 (formin homology 2) family protein	AT2G43800
TR17929|c7_g2	3	823	Actin-binding FH2 (formin homology 2) family protein	AT2G43800
TR23521|c0_g1	1	824	lsd one like 1	AT1G32540
TR37771|c1_g1	2	824	lsd one like 1	AT1G32540
TR33266|c4_g2	2	824	lsd one like 1	AT1G32540
TR33266|c4_g1	2	824	lsd one like 1	AT1G32540
TR9672|c1_g1	2	825	RAB GTPase homolog 8C	AT5G03520
TR27066|c0_g2	2	826	ATP binding microtubule motor family protein	AT3G51150
TR42107|c1_g1	2	827	zinc ion binding;nucleic acid binding	AT2G01050
TR25835|c1_g1	2	827	zinc ion binding;nucleic acid binding	AT2G01050
TR49874|c0_g1	2	827	zinc ion binding;nucleic acid binding	AT2G01050
TR55626|c0_g1	6	827	zinc ion binding;nucleic acid binding	AT2G01050
TR52384|c5_g1	1	827	zinc ion binding;nucleic acid binding	AT2G01050
TR16074|c0_g1	5	827	zinc ion binding;nucleic acid binding	AT2G01050
TR32847|c1_g4	2	827	zinc ion binding;nucleic acid binding	AT2G01050
TR8929|c0_g1	4	827	zinc ion binding;nucleic acid binding	AT2G01050
TR5789|c0_g1	4	827	zinc ion binding;nucleic acid binding	AT2G01050
TR42014|c4_g2	6	832	RING/U-box superfamily protein	AT5G66070
TR24024|c0_g2	2	833	Galactosyl transferase GMA12/MNN10 family protein	AT1G18690
TR43110|c3_g2	3	834	Plant Tudor-like protein	AT2G25590
TR14797|c3_g2	4	837	VQ motif-containing protein	AT1G35830
TR43921|c0_g1	2	837	VQ motif-containing protein	AT1G35830
TR23999|c0_g1	4	838	BRI1 suppressor 1 (BSU1)-like 2	AT1G08420
TR13198|c0_g2	4	839	Divalent ion symporter	AT1G02260
TR532|c9_g1	2	839	Divalent ion symporter	AT1G02260
TR31183|c12_g2	4	840	Arabidopsis thaliana protein of unknown function (DUF794)	AT5G57930
TR17932|c0_g1	3	840	Arabidopsis thaliana protein of unknown function (DUF794)	AT5G57930
TR44768|c0_g1	1	840	Arabidopsis thaliana protein of unknown function (DUF794)	AT5G57930
TR35034|c1_g3	4	841	Calcium-binding EF-hand family protein	AT3G47480
TR15670|c2_g1	2	841	Calcium-binding EF-hand family protein	AT3G47480
TR18333|c0_g1	4	842	bZIP transcription factor family protein	AT1G68640
TR15704|c1_g1	6	843	Regulator of chromosome condensation (RCC1) family with FYVE zinc finger domain	AT5G19420
TR15704|c0_g1	6	843	Regulator of chromosome condensation (RCC1) family with FYVE zinc finger domain	AT5G19420
TR52398|c1_g1	4	843	Regulator of chromosome condensation (RCC1) family with FYVE zinc finger domain	AT5G19420
TR31410|c3_g1	4	845	Zinc finger C-x8-C-x5-C-x3-H type family protein	AT3G48440
TR19960|c0_g1	6	845	Zinc finger C-x8-C-x5-C-x3-H type family protein	AT3G48440
TR32069|c0_g2	4	846	uridine kinase-like 2	AT3G27190
TR55714|c5_g1	2	847	WRKY family transcription factor	AT4G04450
TR60046|c0_g2	5	847	WRKY family transcription factor	AT4G04450
TR60046|c0_g3	1	847	WRKY family transcription factor	AT4G04450
TR57909|c0_g1	4	850	0	AT5G21940
TR21602|c3_g1	6	851	SCAR family protein 4	AT5G01730
TR49617|c3_g2	2	852	NAD(P)-binding Rossmann-fold superfamily protein	AT1G51410
TR44667|c3_g2	1	852	NAD(P)-binding Rossmann-fold superfamily protein	AT1G51410
TR39011|c4_g2	4	852	NAD(P)-binding Rossmann-fold superfamily protein	AT1G51410
TR44667|c3_g1	2	852	NAD(P)-binding Rossmann-fold superfamily protein	AT1G51410
TR23092|c3_g2	3	853	Mo25 family protein	AT5G47540
TR23092|c3_g3	3	853	Mo25 family protein	AT5G47540
TR37839|c1_g1	6	854	Protein of unknown function (DUF1336)	AT5G35180
TR36384|c0_g1	4	854	Protein of unknown function (DUF1336)	AT5G35180
TR35079|c1_g1	5	854	Protein of unknown function (DUF1336)	AT5G35180
TR25381|c6_g8	2	855	Copper transport protein family	AT1G63960
TR60014|c5_g2	2	855	Copper transport protein family	AT1G63960
TR32030|c0_g2	2	859	drought-induced 21	AT4G15910
TR37799|c8_g2	4	860	DA1-related protein 2	AT2G39830
TR24171|c2_g3	4	861	evolutionarily conserved C-terminal region 7	AT1G48110
TR56584|c4_g3	6	861	evolutionarily conserved C-terminal region 7	AT1G48110
TR56584|c4_g1	1	861	evolutionarily conserved C-terminal region 7	AT1G48110
TR27840|c11_g2	6	864	CCCH-type zinc fingerfamily protein with RNA-binding domain	AT5G12440
TR58620|c8_g4	6	865	RING/U-box superfamily protein	AT3G14250
TR2429|c0_g2	4	866	Galactose oxidase/kelch repeat superfamily protein	AT2G44130
TR2429|c0_g1	5	866	Galactose oxidase/kelch repeat superfamily protein	AT2G44130
TR31213|c2_g1	5	866	Galactose oxidase/kelch repeat superfamily protein	AT2G44130
TR44764|c0_g2	4	867	#N/A	#N/A
TR14593|c1_g1	2	869	UDP-Glycosyltransferase superfamily protein	AT4G15490
TR40385|c0_g1	3	870	Protein kinase superfamily protein	AT5G56790
TR7860|c5_g1	3	870	Protein kinase superfamily protein	AT5G56790
TR13501|c1_g1	2	871	ubiquiting-conjugating enzyme 2	AT2G02760
TR37058|c3_g1	2	872	Peptidase M28 family protein	AT3G54720
TR37058|c2_g1	1	872	Peptidase M28 family protein	AT3G54720
TR49612|c4_g1	4	872	Peptidase M28 family protein	AT3G54720
TR35080|c2_g1	3	874	ER lumen protein retaining receptor family protein	AT1G75760
TR37044|c2_g1	1	878	FAD-dependent oxidoreductase family protein	AT5G56470
TR25605|c1_g1	4	884	Pyridoxal phosphate (PLP)-dependent transferases superfamily protein	AT1G43710
TR59756|c1_g1	2	886	DNA-binding bromodomain-containing protein	AT1G76380
TR59756|c1_g2	2	886	DNA-binding bromodomain-containing protein	AT1G76380
TR18488|c1_g1	2	888	aspartic proteinase A1	AT1G11910
TR39469|c0_g1	4	888	aspartic proteinase A1	AT1G11910
TR27046|c5_g1	5	888	aspartic proteinase A1	AT1G11910
TR27046|c5_g3	5	888	aspartic proteinase A1	AT1G11910
TR50284|c5_g2	5	890	Protein kinase superfamily protein	AT1G48490
TR13515|c3_g3	2	895	heat shock transcription factor  B2A	AT5G62020
TR6848|c4_g1	5	897	Protein of unknown function (DUF1637)	AT5G39890
TR5797|c0_g1	5	900	VIER F-box proteine 2	AT3G50080
TR24625|c3_g1	2	906	#N/A	#N/A
TR8466|c2_g1	4	906	#N/A	#N/A
TR8548|c7_g2	4	907	Cytochrome P450 superfamily protein	AT5G05690
TR32002|c4_g3	1	907	Cytochrome P450 superfamily protein	AT5G05690
TR32002|c4_g2	1	907	Cytochrome P450 superfamily protein	AT5G05690
TR8285|c0_g1	5	909	Homeodomain-like superfamily protein	AT4G01280
TR8475|c0_g1	3	911	fimbrin-like protein 2	AT5G35700
TR8475|c1_g1	5	911	fimbrin-like protein 2	AT5G35700
TR31155|c4_g3	6	912	RPM1-interacting protein 4 (RIN4) family protein	AT5G40645
TR10125|c7_g2	3	913	LAG1 homologue 2	AT3G19260
TR19383|c2_g1	6	914	CRINKLY4 related 4	AT5G47850
TR626|c1_g1	4	916	Remorin family protein	AT2G45820
TR29366|c4_g1	3	917	plasmodesmata-located protein 7	AT5G37660
TR23251|c1_g2	2	918	ABC-2 type transporter family protein	AT3G25620
TR23251|c1_g3	4	918	ABC-2 type transporter family protein	AT3G25620
TR61011|c3_g1	1	919	Peroxidase superfamily protein	AT4G37520
TR55730|c1_g1	6	927	basic helix-loop-helix (bHLH) DNA-binding superfamily protein	AT4G28815
TR21949|c0_g1	6	927	basic helix-loop-helix (bHLH) DNA-binding superfamily protein	AT4G28815
TR4798|c3_g1	3	928	poly(A) binding protein 3	AT1G22760
TR32740|c1_g1	1	929	alpha carbonic anhydrase 6	AT4G21000
TR15344|c0_g1	6	930	nudix hydrolase homolog 8	AT5G47240
TR60967|c1_g2	1	930	nudix hydrolase homolog 8	AT5G47240
TR60041|c4_g1	3	930	nudix hydrolase homolog 8	AT5G47240
TR50227|c3_g1	1	930	nudix hydrolase homolog 8	AT5G47240
TR1067|c0_g1	2	931	annexin 8	AT5G12380
TR24559|c1_g2	2	932	isocitrate dehydrogenase	AT1G54340
TR34048|c0_g1	2	937	alpha/beta-Hydrolases superfamily protein	AT1G74290
TR33229|c2_g1	3	938	#N/A	#N/A
TR34174|c2_g4	5	938	#N/A	#N/A
TR18121|c3_g2	6	938	#N/A	#N/A
TR57286|c0_g1	2	938	#N/A	#N/A
TR33814|c5_g1	6	938	#N/A	#N/A
TR37393|c0_g2	4	938	#N/A	#N/A
TR18121|c3_g1	2	938	#N/A	#N/A
TR33814|c7_g3	6	938	#N/A	#N/A
TR31221|c8_g1	4	939	#N/A	#N/A
TR39465|c5_g1	1	939	#N/A	#N/A
TR60935|c4_g2	6	939	#N/A	#N/A
TR58619|c2_g2	1	939	#N/A	#N/A
TR40579|c0_g1	4	939	#N/A	#N/A
TR60187|c0_g1	4	940	Protein of unknown function (DUF674)	AT3G09120
TR38962|c2_g1	5	940	Protein of unknown function (DUF674)	AT3G09120
TR19912|c0_g1	3	940	Protein of unknown function (DUF674)	AT3G09120
TR5540|c0_g1	3	941	cyclin p2;1	AT3G21870
TR39763|c2_g1	5	941	cyclin p2;1	AT3G21870
TR54140|c0_g1	3	941	cyclin p2;1	AT3G21870
TR25374|c1_g1	2	943	#N/A	#N/A
TR11031|c2_g1	4	943	#N/A	#N/A
TR34194|c10_g1	4	943	#N/A	#N/A
TR17508|c5_g1	2	943	#N/A	#N/A
TR25388|c1_g1	4	944	Major facilitator superfamily protein	AT2G13100
TR18503|c1_g1	5	944	Major facilitator superfamily protein	AT2G13100
TR25388|c1_g2	4	944	Major facilitator superfamily protein	AT2G13100
TR60925|c6_g2	6	945	Plant L-ascorbate oxidase	AT5G21100
TR59142|c10_g1	2	947	Tetratricopeptide repeat (TPR)-like superfamily protein	AT4G28080
TR11216|c0_g1	2	947	Tetratricopeptide repeat (TPR)-like superfamily protein	AT4G28080
TR5643|c3_g1	1	954	Vacuolar iron transporter (VIT) family protein	AT3G25190
TR969|c0_g1	1	954	Vacuolar iron transporter (VIT) family protein	AT3G25190
TR5386|c0_g1	5	955	Transcription factor jumonji (jmj) family protein / zinc finger (C5HC2 type) family protein	AT2G38950
TR23866|c0_g1	4	955	Transcription factor jumonji (jmj) family protein / zinc finger (C5HC2 type) family protein	AT2G38950
TR39461|c3_g1	5	956	myb-like transcription factor family protein	AT5G47390
TR8303|c4_g2	5	956	myb-like transcription factor family protein	AT5G47390
TR47021|c0_g1	2	958	WRKY DNA-binding protein 51	AT5G64810
TR3886|c1_g1	2	959	calmodulin (CAM)-binding protein of 25 kDa	AT2G41010
TR15860|c0_g1	2	959	calmodulin (CAM)-binding protein of 25 kDa	AT2G41010
TR4296|c0_g1	4	961	ARF GAP-like zinc finger-containing protein ZIGA4	AT1G08680
TR19931|c0_g1	3	966	ubiquitin-specific protease 21	AT5G46740
TR39394|c4_g2	5	966	ubiquitin-specific protease 21	AT5G46740
TR16576|c0_g1	4	973	Class II aminoacyl-tRNA and biotin synthetases superfamily protein	AT4G17300
TR10282|c0_g1	4	973	Class II aminoacyl-tRNA and biotin synthetases superfamily protein	AT4G17300
TR51957|c7_g1	3	973	Class II aminoacyl-tRNA and biotin synthetases superfamily protein	AT4G17300
TR43983|c7_g2	6	974	amidase 1	AT1G08980
TR10004|c1_g2	2	975	metallothionein 2A	AT3G09390
TR43873|c2_g1	3	979	Squamosa promoter-binding protein-like (SBP domain) transcription factor family protein	AT5G50570
TR59983|c6_g1	6	980	bidirectional amino acid transporter 1	AT2G01170
TR27042|c3_g1	6	983	organic cation/carnitine transporter 3	AT1G16390
TR27002|c1_g2	5	983	organic cation/carnitine transporter 3	AT1G16390
TR47941|c0_g2	2	983	organic cation/carnitine transporter 3	AT1G16390
TR9369|c0_g1	5	983	organic cation/carnitine transporter 3	AT1G16390
TR5643|c0_g1	2	986	RING/U-box superfamily protein	AT5G04460
TR58604|c2_g1	6	986	RING/U-box superfamily protein	AT5G04460
TR25427|c1_g1	5	986	RING/U-box superfamily protein	AT5G04460
TR23224|c0_g1	5	986	RING/U-box superfamily protein	AT5G04460
TR50307|c3_g1	1	989	protein binding	AT2G45450
TR49524|c2_g1	2	990	0	AT3G55570
TR35526|c5_g5	3	991	0	AT5G11630
TR35443|c0_g1	6	993	ATP synthase subunit alpha	ATCG00120
TR49616|c0_g1	2	996	glutamate:glyoxylate aminotransferase	AT1G23310
TR18149|c1_g1	3	998	Calcium-dependent ARF-type GTPase activating protein family	AT4G21160
TR39518|c2_g2	2	998	Calcium-dependent ARF-type GTPase activating protein family	AT4G21160
TR49417|c0_g1	2	999	SIT4 phosphatase-associated family protein	AT3G45190
TR27773|c3_g1	5	999	SIT4 phosphatase-associated family protein	AT3G45190
TR50375|c0_g1	2	1002	winged-helix DNA-binding transcription factor family protein	AT4G35890
TR7805|c6_g1	2	1002	winged-helix DNA-binding transcription factor family protein	AT4G35890
TR47589|c1_g1	3	1002	winged-helix DNA-binding transcription factor family protein	AT4G35890
TR7805|c6_g2	6	1002	winged-helix DNA-binding transcription factor family protein	AT4G35890
TR39004|c8_g1	3	1006	galacturonosyltransferase 3	AT4G38270
TR14799|c3_g1	2	1006	galacturonosyltransferase 3	AT4G38270
TR9927|c0_g1	2	1007	GNOM-like 2	AT5G19610
TR7952|c0_g1	3	1008	0	AT3G18050
TR48962|c13_g1	6	1014	GATA type zinc finger transcription factor family protein	AT2G45800
TR52595|c2_g1	2	1015	histone acetyltransferase of the CBP family 5	AT3G12980
TR14853|c0_g2	2	1015	histone acetyltransferase of the CBP family 5	AT3G12980
TR47291|c6_g1	4	1016	Leucine-rich receptor-like protein kinase family protein	AT5G10020
TR1865|c10_g1	3	1016	Leucine-rich receptor-like protein kinase family protein	AT5G10020
TR14810|c0_g1	4	1018	Glycosyl hydrolase family protein	AT1G78060
TR15666|c7_g1	3	1019	sequence-specific DNA binding transcription factors;sequence-specific DNA binding	AT3G18380
TR42712|c0_g1	4	1020	cAMP-regulated phosphoprotein 19-related protein	AT5G64130
TR19300|c1_g1	3	1020	cAMP-regulated phosphoprotein 19-related protein	AT5G64130
TR5618|c2_g1	2	1021	"Oxidoreductase, zinc-binding dehydrogenase family protein"	AT4G13010
TR6536|c0_g1	4	1021	"Oxidoreductase, zinc-binding dehydrogenase family protein"	AT4G13010
TR2120|c1_g1	3	1023	Protein kinase superfamily protein	AT5G45430
TR23316|c4_g2	6	1023	Protein kinase superfamily protein	AT5G45430
TR9986|c4_g1	4	1024	AAA-type ATPase family protein	AT1G02890
TR49035|c0_g2	2	1027	ZIM-LIKE 2	AT1G51600
TR38137|c4_g1	6	1027	ZIM-LIKE 2	AT1G51600
TR7429|c3_g1	6	1033	"beta-1,4-N-acetylglucosaminyltransferase family protein"	AT5G14480
TR33285|c5_g2	2	1035	Cyclin-dependent kinase inhibitor family protein	AT3G24810
TR36937|c6_g1	4	1037	P-loop containing nucleoside triphosphate hydrolases superfamily protein	AT4G09950
TR47297|c2_g1	3	1039	Leucine-rich repeat protein kinase family protein	AT3G56370
TR38332|c0_g1	6	1040	nodulin MtN21 /EamA-like transporter family protein	AT1G06890
TR27062|c7_g1	4	1040	nodulin MtN21 /EamA-like transporter family protein	AT1G06890
TR7437|c6_g1	3	1042	ARF-GAP domain 11	AT3G07490
TR19956|c3_g2	1	1042	ARF-GAP domain 11	AT3G07490
TR24863|c2_g1	2	1048	UDP-Glycosyltransferase superfamily protein	AT2G30140
TR31970|c6_g3	2	1048	UDP-Glycosyltransferase superfamily protein	AT2G30140
TR60665|c0_g1	1	1049	metacaspase 3	AT5G64240
TR40122|c7_g1	4	1051	0	AT2G01340
TR37773|c6_g1	6	1056	basic helix-loop-helix (bHLH) DNA-binding superfamily protein	AT1G63650
